scenario,set_name,vaccine,gavi_support,activity_type,country_code,country,year,age_first,age_last,age_range_verbatim,target,coverage
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,1994,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,1995,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,1996,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,1997,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,1998,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,1999,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2000,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2001,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2002,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2003,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2004,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2005,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2006,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2007,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2008,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2009,0,0,<NA>,<NA>,0.09
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2010,0,0,<NA>,<NA>,0.07
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2011,0,0,<NA>,<NA>,0.14
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2012,0,0,<NA>,<NA>,0.09
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2013,0,0,<NA>,<NA>,0.17
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2014,0,0,<NA>,<NA>,0.19
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2015,0,0,<NA>,<NA>,0.24
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2016,0,0,<NA>,<NA>,0.22
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2017,0,0,<NA>,<NA>,0.267034038089347
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2018,0,0,<NA>,<NA>,0.283460081732998
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2019,0,0,<NA>,<NA>,0.300081211774915
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2020,0,0,<NA>,<NA>,0.316994697313049
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2021,0,0,<NA>,<NA>,0.334231562656385
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2022,0,0,<NA>,<NA>,0.351726557680551
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2023,0,0,<NA>,<NA>,0.369430264150918
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2024,0,0,<NA>,<NA>,0.387372130979536
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2025,0,0,<NA>,<NA>,0.405603733111425
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2026,0,0,<NA>,<NA>,0.424193074334718
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2027,0,0,<NA>,<NA>,0.443205812482634
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2028,0,0,<NA>,<NA>,0.46269811970047
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2029,0,0,<NA>,<NA>,0.482714411967221
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2030,0,0,<NA>,<NA>,0.503305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2031,0,0,<NA>,<NA>,0.513305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2032,0,0,<NA>,<NA>,0.523305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2033,0,0,<NA>,<NA>,0.533305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2034,0,0,<NA>,<NA>,0.543305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2035,0,0,<NA>,<NA>,0.553305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2036,0,0,<NA>,<NA>,0.563305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2037,0,0,<NA>,<NA>,0.573305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2038,0,0,<NA>,<NA>,0.583305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2039,0,0,<NA>,<NA>,0.593305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2040,0,0,<NA>,<NA>,0.603305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2041,0,0,<NA>,<NA>,0.613305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2042,0,0,<NA>,<NA>,0.623305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2043,0,0,<NA>,<NA>,0.633305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2044,0,0,<NA>,<NA>,0.643305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2045,0,0,<NA>,<NA>,0.653305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2046,0,0,<NA>,<NA>,0.663305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2047,0,0,<NA>,<NA>,0.673305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2048,0,0,<NA>,<NA>,0.683305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2049,0,0,<NA>,<NA>,0.693305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2050,0,0,<NA>,<NA>,0.703305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2051,0,0,<NA>,<NA>,0.713305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2052,0,0,<NA>,<NA>,0.723305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2053,0,0,<NA>,<NA>,0.733305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2054,0,0,<NA>,<NA>,0.743305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2055,0,0,<NA>,<NA>,0.753305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2056,0,0,<NA>,<NA>,0.763305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2057,0,0,<NA>,<NA>,0.773305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2058,0,0,<NA>,<NA>,0.783305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2059,0,0,<NA>,<NA>,0.793305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2060,0,0,<NA>,<NA>,0.803305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2061,0,0,<NA>,<NA>,0.813305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2062,0,0,<NA>,<NA>,0.823305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2063,0,0,<NA>,<NA>,0.833305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2064,0,0,<NA>,<NA>,0.843305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2065,0,0,<NA>,<NA>,0.853305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2066,0,0,<NA>,<NA>,0.863305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2067,0,0,<NA>,<NA>,0.873305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2068,0,0,<NA>,<NA>,0.883305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2069,0,0,<NA>,<NA>,0.893305995981521
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2070,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2071,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2072,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2073,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2074,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2075,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2076,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2077,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2078,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2079,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2080,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2081,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2082,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2083,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2084,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2085,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2086,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2087,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2088,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2089,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2090,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2091,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2092,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2093,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2094,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2095,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2096,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2097,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2098,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2099,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,IND,India,2100,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1980,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1981,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1982,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1983,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1984,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1985,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1986,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1987,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1988,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1989,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1990,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1991,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1992,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1993,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1994,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1995,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1996,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1997,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1998,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,1999,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2000,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2001,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2002,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2003,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2004,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2005,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2006,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2007,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2008,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2009,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2010,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2011,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2012,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2013,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2014,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2015,0,0,<NA>,<NA>,0.43
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2016,0,0,<NA>,<NA>,0.75
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2017,0,0,<NA>,<NA>,0.86
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2018,0,0,<NA>,<NA>,0.86
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2019,0,0,<NA>,<NA>,0.86
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2020,0,0,<NA>,<NA>,0.86
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2021,0,0,<NA>,<NA>,0.86
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2022,0,0,<NA>,<NA>,0.86
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2023,0,0,<NA>,<NA>,0.86
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2024,0,0,<NA>,<NA>,0.86
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2025,0,0,<NA>,<NA>,0.86
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2026,0,0,<NA>,<NA>,0.86
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2027,0,0,<NA>,<NA>,0.86
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2028,0,0,<NA>,<NA>,0.86
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2029,0,0,<NA>,<NA>,0.86
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2030,0,0,<NA>,<NA>,0.86
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2031,0,0,<NA>,<NA>,0.87
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2032,0,0,<NA>,<NA>,0.88
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2033,0,0,<NA>,<NA>,0.89
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2034,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2035,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2036,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2037,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2038,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2039,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2040,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2041,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2042,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2043,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2044,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2045,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2046,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2047,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2048,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2049,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2050,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2051,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2052,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2053,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2054,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2055,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2056,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2057,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2058,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2059,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2060,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2061,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2062,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2063,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2064,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2065,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2066,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2067,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2068,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2069,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2070,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2071,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2072,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2073,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2074,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2075,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2076,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2077,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2078,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2079,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2080,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2081,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2082,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2083,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2084,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2085,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2086,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2087,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2088,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2089,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2090,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2091,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2092,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2093,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2094,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2095,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2096,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2097,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2098,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2099,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,KHM,Cambodia,2100,0,0,<NA>,<NA>,0.9
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,LAO,Lao People's Democratic Republic,1980,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,LAO,Lao People's Democratic Republic,1981,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,LAO,Lao People's Democratic Republic,1982,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,LAO,Lao People's Democratic Republic,1983,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,LAO,Lao People's Democratic Republic,1984,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,LAO,Lao People's Democratic Republic,1985,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,LAO,Lao People's Democratic Republic,1986,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,LAO,Lao People's Democratic Republic,1987,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,LAO,Lao People's Democratic Republic,1988,0,0,<NA>,<NA>,0
je-routine-gavi,"JE: JE, with, routine",JE,total,routine,LAO,Lao People's Democratic Republic,1989,0,0,<NA>,<NA>,0
